Date,WTI,RBOB,HO
2020-06-15,37.119998931884766,48.95939826965332,47.75399851799011
2020-06-16,38.380001068115234,50.70659780502319,49.652398109436035
2020-06-17,37.959999084472656,51.042598485946655,49.644001722335815
2020-06-18,38.84000015258789,52.82339859008789,50.34120225906372
2020-06-19,39.75,53.4072003364563,50.878801345825195
2020-06-22,40.459999084472656,54.23460245132446,51.181201457977295
2020-06-23,40.369998931884766,54.574798822402954,50.52599787712097
2020-06-24,38.0099983215332,50.248801946640015,48.33359956741333
2020-06-25,38.720001220703125,50.15640163421631,48.53519797325134
2020-06-26,38.4900016784668,48.43860197067261,47.72459864616394
2020-06-29,39.70000076293945,49.73220133781433,48.94680118560791
2020-06-30,39.27000045776367,50.404197692871094,49.480199575424194
2020-07-01,39.81999969482422,51.10979962348938,50.3831992149353
2020-07-02,40.650001525878906,52.886399030685425,51.7061984539032
2020-07-06,40.630001068115234,52.113600969314575,52.15140223503113
2020-07-07,40.619998931884766,53.54999899864197,52.21859836578369
2020-07-08,40.900001525878906,54.2177996635437,51.84480142593384
2020-07-09,39.619998931884766,52.52099847793579,51.4037983417511
2020-07-10,40.54999923706055,53.89020037651062,52.130398750305176
2020-07-13,40.099998474121094,53.48279786109924,51.3870005607605
2020-07-14,40.290000915527344,52.39080190658569,51.273601770401
2020-07-15,41.20000076293945,53.10900092124939,52.281598806381226
2020-07-16,40.75,51.823797941207886,51.57180118560791
2020-07-17,40.59000015258789,51.42899751663208,51.202199935913086
2020-07-20,40.810001373291016,51.59700036048889,51.89099907875061
2020-07-21,41.959999084472656,53.74740171432495,53.75999879837036
2020-07-22,41.900001525878906,53.87759828567505,53.369399070739746
2020-07-23,41.06999969482422,52.86119985580444,52.67219853401184
2020-07-24,41.290000915527344,53.961602210998535,52.76459884643555
2020-07-27,41.599998474121094,53.53740191459656,52.67219853401184
2020-07-28,41.040000915527344,53.15519857406616,52.16820001602173
2020-07-29,41.27000045776367,52.14300084114075,52.63859796524048
2020-07-30,39.91999816894531,51.25679898262024,50.899799823760986
2020-07-31,40.27000045776367,49.8582022190094,51.11820101737976
2020-08-03,41.0099983215332,50.95019817352295,52.117801666259766
2020-08-04,41.70000076293945,51.00060153007507,52.85279846191406
2020-08-05,42.189998626708984,51.357600688934326,53.050201177597046
2020-08-06,41.95000076293945,51.58019757270813,52.49579930305481
2020-08-07,41.220001220703125,50.719199895858765,51.23580050468445
2020-08-10,41.939998626708984,51.630600929260254,51.949798822402954
2020-08-11,41.61000061035156,50.588998317718506,52.01279926300049
